ElapsedTime,NumSecCov,Source
0.0,137.0,JSTargetFuzzer-v1.csv
0.03333333333333333,147.0,JSTargetFuzzer-v1.csv
0.08333333333333333,152.0,JSTargetFuzzer-v1.csv
0.1,152.0,JSTargetFuzzer-v1.csv
0.11666666666666667,180.0,JSTargetFuzzer-v1.csv
0.23333333333333334,182.85714285714286,JSTargetFuzzer-v1.csv
0.25,185.5,JSTargetFuzzer-v1.csv
0.2833333333333333,187.0,JSTargetFuzzer-v1.csv
0.3,187.0,JSTargetFuzzer-v1.csv
0.4,193.0,JSTargetFuzzer-v1.csv
0.45,193.0,JSTargetFuzzer-v1.csv
0.4666666666666667,193.0,JSTargetFuzzer-v1.csv
0.48333333333333334,197.0,JSTargetFuzzer-v1.csv
0.65,197.0,JSTargetFuzzer-v1.csv
0.6666666666666666,200.0,JSTargetFuzzer-v1.csv
0.7,200.0,JSTargetFuzzer-v1.csv
0.7166666666666667,200.0,JSTargetFuzzer-v1.csv
0.8833333333333333,200.0,JSTargetFuzzer-v1.csv
1.45,200.0,JSTargetFuzzer-v1.csv
1.4666666666666666,202.66666666666666,JSTargetFuzzer-v1.csv
1.4833333333333334,206.1290322580645,JSTargetFuzzer-v1.csv
1.5,208.66666666666666,JSTargetFuzzer-v1.csv
1.5333333333333334,212.0,JSTargetFuzzer-v1.csv
1.55,230.0,JSTargetFuzzer-v1.csv
1.6,231.33333333333334,JSTargetFuzzer-v1.csv
1.6166666666666667,236.0,JSTargetFuzzer-v1.csv
1.75,236.0,JSTargetFuzzer-v1.csv
2.0,236.0,JSTargetFuzzer-v1.csv
2.0166666666666666,245.0,JSTargetFuzzer-v1.csv
2.033333333333333,245.0,JSTargetFuzzer-v1.csv
2.05,248.0,JSTargetFuzzer-v1.csv
2.066666666666667,248.0,JSTargetFuzzer-v1.csv
2.283333333333333,248.0,JSTargetFuzzer-v1.csv
2.3,250.0,JSTargetFuzzer-v1.csv
2.316666666666667,250.0,JSTargetFuzzer-v1.csv
2.35,250.0,JSTargetFuzzer-v1.csv
2.9,250.0,JSTargetFuzzer-v1.csv
3.033333333333333,250.0,JSTargetFuzzer-v1.csv
3.05,251.28571428571428,JSTargetFuzzer-v1.csv
3.1333333333333333,260.75,JSTargetFuzzer-v1.csv
3.15,273.0,JSTargetFuzzer-v1.csv
3.1666666666666665,278.0,JSTargetFuzzer-v1.csv
3.25,278.0,JSTargetFuzzer-v1.csv
3.3,278.0,JSTargetFuzzer-v1.csv
3.316666666666667,279.0,JSTargetFuzzer-v1.csv
3.35,279.0,JSTargetFuzzer-v1.csv
3.3666666666666667,279.0,JSTargetFuzzer-v1.csv
3.3833333333333333,279.0,JSTargetFuzzer-v1.csv
3.4166666666666665,279.0,JSTargetFuzzer-v1.csv
3.433333333333333,280.0,JSTargetFuzzer-v1.csv
3.4833333333333334,280.0,JSTargetFuzzer-v1.csv
3.5,280.0,JSTargetFuzzer-v1.csv
3.5166666666666666,280.0,JSTargetFuzzer-v1.csv
4.116666666666666,281.0,JSTargetFuzzer-v1.csv
4.15,283.0,JSTargetFuzzer-v1.csv
4.166666666666667,283.0,JSTargetFuzzer-v1.csv
4.183333333333334,284.0,JSTargetFuzzer-v1.csv
