ElapsedTime,NumSecCovTotal,Source
0.0,6392.653846153846,JSTargetFuzzer-v1.csv
0.016666666666666666,15939.333333333334,JSTargetFuzzer-v1.csv
0.03333333333333333,17888.53846153846,JSTargetFuzzer-v1.csv
0.05,20588.0,JSTargetFuzzer-v1.csv
0.06666666666666667,21696.833333333332,JSTargetFuzzer-v1.csv
0.08333333333333333,27639.41176470588,JSTargetFuzzer-v1.csv
0.1,35879.0,JSTargetFuzzer-v1.csv
0.11666666666666667,42588.793103448275,JSTargetFuzzer-v1.csv
0.13333333333333333,49829.555555555555,JSTargetFuzzer-v1.csv
0.16666666666666666,61743.16279069767,JSTargetFuzzer-v1.csv
0.18333333333333332,67395.33333333333,JSTargetFuzzer-v1.csv
0.2,69108.73684210527,JSTargetFuzzer-v1.csv
0.21666666666666667,74887.63414634146,JSTargetFuzzer-v1.csv
0.23333333333333334,80334.8,JSTargetFuzzer-v1.csv
0.25,82012.66666666667,JSTargetFuzzer-v1.csv
0.26666666666666666,83520.6,JSTargetFuzzer-v1.csv
0.2833333333333333,88066.73529411765,JSTargetFuzzer-v1.csv
0.3,97358.57142857143,JSTargetFuzzer-v1.csv
0.31666666666666665,103106.30952380953,JSTargetFuzzer-v1.csv
0.3333333333333333,115936.0,JSTargetFuzzer-v1.csv
0.35,126543.87654320987,JSTargetFuzzer-v1.csv
0.38333333333333336,134188.66666666666,JSTargetFuzzer-v1.csv
0.4,140246.33333333334,JSTargetFuzzer-v1.csv
0.4166666666666667,147360.19047619047,JSTargetFuzzer-v1.csv
0.43333333333333335,153616.8409090909,JSTargetFuzzer-v1.csv
0.45,160913.08411214955,JSTargetFuzzer-v1.csv
0.4666666666666667,166779.9090909091,JSTargetFuzzer-v1.csv
0.48333333333333334,169008.5,JSTargetFuzzer-v1.csv
0.5,173037.09677419355,JSTargetFuzzer-v1.csv
0.5166666666666667,176020.88888888888,JSTargetFuzzer-v1.csv
0.5333333333333333,180048.97435897434,JSTargetFuzzer-v1.csv
0.55,184344.05263157896,JSTargetFuzzer-v1.csv
0.5666666666666667,187560.4411764706,JSTargetFuzzer-v1.csv
0.5833333333333334,193255.42105263157,JSTargetFuzzer-v1.csv
0.6,197900.48333333334,JSTargetFuzzer-v1.csv
0.6166666666666667,203635.02040816325,JSTargetFuzzer-v1.csv
0.6333333333333333,206758.5,JSTargetFuzzer-v1.csv
0.65,212722.8656716418,JSTargetFuzzer-v1.csv
0.6666666666666666,222869.22115384616,JSTargetFuzzer-v1.csv
0.6833333333333333,232947.8125,JSTargetFuzzer-v1.csv
0.7,237495.91428571427,JSTargetFuzzer-v1.csv
0.7166666666666667,240555.9642857143,JSTargetFuzzer-v1.csv
0.7333333333333333,242995.70967741936,JSTargetFuzzer-v1.csv
0.75,247916.12903225806,JSTargetFuzzer-v1.csv
0.7666666666666667,252413.72727272726,JSTargetFuzzer-v1.csv
0.7833333333333333,256603.32786885247,JSTargetFuzzer-v1.csv
0.8,262125.24657534246,JSTargetFuzzer-v1.csv
