ElapsedTime,NumSecCov,Source
0.0,23.692307692307693,JSTargetFuzzer-v1.csv
0.016666666666666666,25.0,JSTargetFuzzer-v1.csv
0.03333333333333333,25.0,JSTargetFuzzer-v1.csv
0.05,25.0,JSTargetFuzzer-v1.csv
0.06666666666666667,25.0,JSTargetFuzzer-v1.csv
0.08333333333333333,25.058823529411764,JSTargetFuzzer-v1.csv
0.1,26.0,JSTargetFuzzer-v1.csv
0.11666666666666667,26.0,JSTargetFuzzer-v1.csv
0.13333333333333333,26.0,JSTargetFuzzer-v1.csv
0.16666666666666666,26.0,JSTargetFuzzer-v1.csv
0.18333333333333332,26.0,JSTargetFuzzer-v1.csv
0.2,26.0,JSTargetFuzzer-v1.csv
0.21666666666666667,26.0,JSTargetFuzzer-v1.csv
0.23333333333333334,26.0,JSTargetFuzzer-v1.csv
0.25,26.0,JSTargetFuzzer-v1.csv
0.26666666666666666,26.0,JSTargetFuzzer-v1.csv
0.2833333333333333,26.147058823529413,JSTargetFuzzer-v1.csv
0.3,27.0,JSTargetFuzzer-v1.csv
0.31666666666666665,27.0,JSTargetFuzzer-v1.csv
0.3333333333333333,27.0,JSTargetFuzzer-v1.csv
0.35,27.0,JSTargetFuzzer-v1.csv
0.38333333333333336,27.0,JSTargetFuzzer-v1.csv
0.4,27.285714285714285,JSTargetFuzzer-v1.csv
0.4166666666666667,28.0,JSTargetFuzzer-v1.csv
0.43333333333333335,28.0,JSTargetFuzzer-v1.csv
0.45,28.0,JSTargetFuzzer-v1.csv
0.4666666666666667,28.0,JSTargetFuzzer-v1.csv
0.48333333333333334,28.0,JSTargetFuzzer-v1.csv
0.5,28.0,JSTargetFuzzer-v1.csv
0.5166666666666667,28.0,JSTargetFuzzer-v1.csv
0.5333333333333333,28.0,JSTargetFuzzer-v1.csv
0.55,28.0,JSTargetFuzzer-v1.csv
0.5666666666666667,28.0,JSTargetFuzzer-v1.csv
0.5833333333333334,28.0,JSTargetFuzzer-v1.csv
0.6,28.55,JSTargetFuzzer-v1.csv
0.6166666666666667,29.0,JSTargetFuzzer-v1.csv
0.6333333333333333,29.0,JSTargetFuzzer-v1.csv
0.65,29.0,JSTargetFuzzer-v1.csv
0.6666666666666666,29.0,JSTargetFuzzer-v1.csv
0.6833333333333333,29.40625,JSTargetFuzzer-v1.csv
0.7,30.0,JSTargetFuzzer-v1.csv
0.7166666666666667,30.0,JSTargetFuzzer-v1.csv
0.7333333333333333,30.0,JSTargetFuzzer-v1.csv
0.75,30.0,JSTargetFuzzer-v1.csv
0.7666666666666667,30.0,JSTargetFuzzer-v1.csv
0.7833333333333333,30.0,JSTargetFuzzer-v1.csv
0.8,30.0,JSTargetFuzzer-v1.csv
0.8166666666666667,30.0,JSTargetFuzzer-v1.csv
0.8333333333333334,30.0,JSTargetFuzzer-v1.csv
0.85,30.0,JSTargetFuzzer-v1.csv
0.8666666666666667,30.0,JSTargetFuzzer-v1.csv
0.8833333333333333,30.0,JSTargetFuzzer-v1.csv
0.9,30.50980392156863,JSTargetFuzzer-v1.csv
0.9166666666666666,31.0,JSTargetFuzzer-v1.csv
0.9333333333333333,31.0,JSTargetFuzzer-v1.csv
0.95,31.0,JSTargetFuzzer-v1.csv
0.9666666666666667,31.0,JSTargetFuzzer-v1.csv
0.9833333333333333,31.0,JSTargetFuzzer-v1.csv
1.0,31.0,JSTargetFuzzer-v1.csv
1.0166666666666666,31.0,JSTargetFuzzer-v1.csv
1.0333333333333334,31.0,JSTargetFuzzer-v1.csv
1.0666666666666667,31.0,JSTargetFuzzer-v1.csv
1.0833333333333333,31.0,JSTargetFuzzer-v1.csv
1.1,31.0,JSTargetFuzzer-v1.csv
1.1166666666666667,31.0,JSTargetFuzzer-v1.csv
1.1333333333333333,31.0,JSTargetFuzzer-v1.csv
1.15,31.0,JSTargetFuzzer-v1.csv
1.1666666666666667,31.0,JSTargetFuzzer-v1.csv
1.1833333333333333,31.0,JSTargetFuzzer-v1.csv
1.2,31.0,JSTargetFuzzer-v1.csv
1.2166666666666666,31.0,JSTargetFuzzer-v1.csv
1.2333333333333334,31.0,JSTargetFuzzer-v1.csv
1.25,31.0,JSTargetFuzzer-v1.csv
1.2666666666666666,31.0,JSTargetFuzzer-v1.csv
1.2833333333333334,31.0,JSTargetFuzzer-v1.csv
1.3,31.0,JSTargetFuzzer-v1.csv
1.3166666666666667,31.0,JSTargetFuzzer-v1.csv
1.3333333333333333,31.0,JSTargetFuzzer-v1.csv
1.35,32.401408450704224,JSTargetFuzzer-v1.csv
1.3666666666666667,33.0,JSTargetFuzzer-v1.csv
1.3833333333333333,33.0,JSTargetFuzzer-v1.csv
1.4,33.0,JSTargetFuzzer-v1.csv
1.4166666666666667,33.0,JSTargetFuzzer-v1.csv
1.4333333333333333,33.0,JSTargetFuzzer-v1.csv
1.45,33.0,JSTargetFuzzer-v1.csv
1.4666666666666666,33.0,JSTargetFuzzer-v1.csv
1.4833333333333334,33.0,JSTargetFuzzer-v1.csv
1.5,33.0,JSTargetFuzzer-v1.csv
1.5166666666666666,33.0,JSTargetFuzzer-v1.csv
1.5333333333333334,33.0,JSTargetFuzzer-v1.csv
1.55,33.0,JSTargetFuzzer-v1.csv
1.5666666666666667,33.0,JSTargetFuzzer-v1.csv
1.6,33.0,JSTargetFuzzer-v1.csv
1.6166666666666667,33.0,JSTargetFuzzer-v1.csv
1.6333333333333333,33.0,JSTargetFuzzer-v1.csv
1.65,33.0,JSTargetFuzzer-v1.csv
1.6666666666666667,33.0,JSTargetFuzzer-v1.csv
1.6833333333333333,33.0,JSTargetFuzzer-v1.csv
1.7,33.0,JSTargetFuzzer-v1.csv
1.7166666666666666,33.0,JSTargetFuzzer-v1.csv
1.7333333333333334,33.0,JSTargetFuzzer-v1.csv
1.75,33.0,JSTargetFuzzer-v1.csv
1.7666666666666666,33.0,JSTargetFuzzer-v1.csv
1.7833333333333334,33.0,JSTargetFuzzer-v1.csv
1.8,33.0,JSTargetFuzzer-v1.csv
1.8166666666666667,33.0,JSTargetFuzzer-v1.csv
1.8333333333333333,33.0,JSTargetFuzzer-v1.csv
1.85,33.0,JSTargetFuzzer-v1.csv
1.8666666666666667,33.0,JSTargetFuzzer-v1.csv
1.8833333333333333,33.0,JSTargetFuzzer-v1.csv
1.9,33.0,JSTargetFuzzer-v1.csv
1.9166666666666667,33.0,JSTargetFuzzer-v1.csv
1.9333333333333333,33.0,JSTargetFuzzer-v1.csv
1.95,33.0,JSTargetFuzzer-v1.csv
1.9666666666666666,33.0,JSTargetFuzzer-v1.csv
1.9833333333333334,33.0,JSTargetFuzzer-v1.csv
2.0,33.0,JSTargetFuzzer-v1.csv
2.033333333333333,33.0,JSTargetFuzzer-v1.csv
2.05,33.0,JSTargetFuzzer-v1.csv
2.066666666666667,33.0,JSTargetFuzzer-v1.csv
2.0833333333333335,33.0,JSTargetFuzzer-v1.csv
2.1,33.0,JSTargetFuzzer-v1.csv
2.1166666666666667,33.0,JSTargetFuzzer-v1.csv
2.15,33.0,JSTargetFuzzer-v1.csv
2.1666666666666665,33.0,JSTargetFuzzer-v1.csv
2.183333333333333,33.0,JSTargetFuzzer-v1.csv
2.2,33.0,JSTargetFuzzer-v1.csv
2.216666666666667,33.0,JSTargetFuzzer-v1.csv
2.2333333333333334,33.0,JSTargetFuzzer-v1.csv
2.25,33.0,JSTargetFuzzer-v1.csv
2.2666666666666666,33.0,JSTargetFuzzer-v1.csv
2.283333333333333,33.0,JSTargetFuzzer-v1.csv
2.3,33.0,JSTargetFuzzer-v1.csv
2.316666666666667,33.0,JSTargetFuzzer-v1.csv
2.3333333333333335,33.0,JSTargetFuzzer-v1.csv
2.35,33.0,JSTargetFuzzer-v1.csv
2.3666666666666667,33.0,JSTargetFuzzer-v1.csv
2.3833333333333333,33.0,JSTargetFuzzer-v1.csv
2.4,33.0,JSTargetFuzzer-v1.csv
2.4166666666666665,33.0,JSTargetFuzzer-v1.csv
2.433333333333333,33.0,JSTargetFuzzer-v1.csv
2.45,33.0,JSTargetFuzzer-v1.csv
2.466666666666667,33.0,JSTargetFuzzer-v1.csv
2.4833333333333334,33.0,JSTargetFuzzer-v1.csv
2.5,33.0,JSTargetFuzzer-v1.csv
2.5166666666666666,33.0,JSTargetFuzzer-v1.csv
2.533333333333333,33.0,JSTargetFuzzer-v1.csv
2.55,33.0,JSTargetFuzzer-v1.csv
2.566666666666667,33.0,JSTargetFuzzer-v1.csv
2.5833333333333335,33.0,JSTargetFuzzer-v1.csv
2.6,33.0,JSTargetFuzzer-v1.csv
2.6166666666666667,33.0,JSTargetFuzzer-v1.csv
