Parent ID,Parent Weight,Child ID,Child Weight
677A536B-024F-4829-AC61-83C6D0CF0786,1.00,3C27B9A4-E08B-4639-AEDE-30F61CB49B81,1.00
677A536B-024F-4829-AC61-83C6D0CF0786,1.00,C1702DCE-AE21-4F6D-8258-4CF7659958D0,1.00
677A536B-024F-4829-AC61-83C6D0CF0786,1.00,CDB1A652-2BF7-4BD2-90E6-C01C92E57AE9,1.00
677A536B-024F-4829-AC61-83C6D0CF0786,1.00,A7286D4A-C346-4DE9-86CC-8D8725FF7221,1.00
2A79AB3F-C10B-481B-B84F-B1FA1BD6D646,1.00,F0A15657-891E-4B33-9BBD-72EE78AFD7FB,1.00
2A79AB3F-C10B-481B-B84F-B1FA1BD6D646,1.00,7C51DAAF-89CB-4D91-9587-1EDED981DF43,1.00
2A79AB3F-C10B-481B-B84F-B1FA1BD6D646,1.00,92209E1C-76AF-4C14-A532-1034F2090BD9,1.00
2A79AB3F-C10B-481B-B84F-B1FA1BD6D646,1.00,861868C3-E78F-4496-81C5-D9679A91D15B,1.00
2A79AB3F-C10B-481B-B84F-B1FA1BD6D646,1.00,B0C5B9C4-3305-4B96-AE2D-D5ED782EB95A,1.00
F8FAD97F-5771-4D68-83C7-C839135E25B0,1.00,CCD2FDCD-AFF3-4D37-B03A-B86D345BE3FE,1.00
F8FAD97F-5771-4D68-83C7-C839135E25B0,1.00,E0BB8E9B-645C-473D-9F89-4996790053C9,1.00
F8FAD97F-5771-4D68-83C7-C839135E25B0,1.00,38D52498-3FB0-423A-B776-F66777BB1DB6,1.00
F8FAD97F-5771-4D68-83C7-C839135E25B0,1.00,A166B113-22E1-4EB2-AF79-4245F6FC38F1,1.00
F8FAD97F-5771-4D68-83C7-C839135E25B0,1.00,ABD49A76-FA77-498C-9D51-298ABB1141FB,1.00
536D3100-8445-487B-8D74-033425ACDEA2,1.00,9DB410A9-8155-48A2-8A47-C9BBFE141CAE,1.00
536D3100-8445-487B-8D74-033425ACDEA2,1.00,4FF4DB30-3F25-4C54-A92A-0D821A7AA33B,1.00
536D3100-8445-487B-8D74-033425ACDEA2,1.00,20EFDB5A-BB52-4CD3-AB00-751BBCC62E42,1.00
536D3100-8445-487B-8D74-033425ACDEA2,1.00,92AB22B6-4EA1-40F8-A9D0-EFC843C648D4,1.00
536D3100-8445-487B-8D74-033425ACDEA2,1.00,6F05B9F0-A6A2-4158-BD02-80D6E09732D4,1.00
2CFED4A0-D567-4844-A4B8-3F0E2F38C54D,1.00,14AEEEC4-400F-418E-9A57-1876B4BBDF23,1.00
14AEEEC4-400F-418E-9A57-1876B4BBDF23,1.00,5FF6403D-1D50-4764-96D2-73B037A02013,1.00
5FF6403D-1D50-4764-96D2-73B037A02013,1.00,5A195860-9093-472E-B1EB-04A3D7D4F40D,1.00
5A195860-9093-472E-B1EB-04A3D7D4F40D,1.00,F85E66FF-41AA-404C-92C2-0A9DFFA34DA0,1.00
F85E66FF-41AA-404C-92C2-0A9DFFA34DA0,1.00,AF92BEFE-5415-4717-884C-2623E12C2539,1.00
BD421AC2-C556-46CA-A74D-8F1AD1BA6972,1.00,F9BFCD83-0F8C-4C17-8734-3F3C763DD513,1.00
BD421AC2-C556-46CA-A74D-8F1AD1BA6972,1.00,641956E8-C9BE-4DF5-9B8D-D344D1FFC5D9,1.00
641956E8-C9BE-4DF5-9B8D-D344D1FFC5D9,1.00,290E2F2B-A045-423B-AD82-C0BBB70E3FD7,1.00
641956E8-C9BE-4DF5-9B8D-D344D1FFC5D9,1.00,C2D08484-7A30-4946-B4DA-01CD31BDF7A3,1.00
C2D08484-7A30-4946-B4DA-01CD31BDF7A3,1.00,411CD317-A423-4EAB-BBD4-C2383CAA13C4,1.00
56B21492-6B31-4BCD-A94A-634110A9EFC8,1.00,4F779EE0-06D1-4341-A513-AFDEF65E6661,1.00
4F779EE0-06D1-4341-A513-AFDEF65E6661,1.00,4FAD7768-8DA9-4998-BFD7-AFE714EA2A23,1.00
4F779EE0-06D1-4341-A513-AFDEF65E6661,1.00,7BA3CB12-BB45-4AB6-920A-09701A485271,1.00
7BA3CB12-BB45-4AB6-920A-09701A485271,1.00,9B1ADB75-3A4B-4421-860A-7A24C06E64AB,1.00
9B1ADB75-3A4B-4421-860A-7A24C06E64AB,1.00,15DB6FE4-E2C9-4E15-B64F-24CC61EFFEC9,1.00
E9D45A44-8AD8-4EA3-9DAF-E5FED973D6C3,1.00,D472A5DE-B86F-433E-9DBD-1AF09D1B7D9E,1.00
E9D45A44-8AD8-4EA3-9DAF-E5FED973D6C3,1.00,0EB5E712-4742-400B-9377-C82DC494ECF7,1.00
E9D45A44-8AD8-4EA3-9DAF-E5FED973D6C3,1.00,45F8D34E-65A7-4751-ABC4-D42AB41D0326,1.00
E9D45A44-8AD8-4EA3-9DAF-E5FED973D6C3,1.00,5237CB17-22C4-4DBD-B3D0-93F045335AA4,1.00
E9D45A44-8AD8-4EA3-9DAF-E5FED973D6C3,1.00,9A02DEA5-5844-4830-924F-B09CBAFB5BC5,1.00
64410446-F6E5-413A-8D59-008A17B27673,1.00,8C4E2C3C-3D74-4E86-A5BC-EFCD2C3186FB,1.00
64410446-F6E5-413A-8D59-008A17B27673,1.00,7D06F412-8212-466A-BA9B-79DC375A9BD0,1.00
64410446-F6E5-413A-8D59-008A17B27673,1.00,536BDDE5-CCCD-44A7-8402-2F929ABC74FA,1.00
64410446-F6E5-413A-8D59-008A17B27673,1.00,9BF27843-6524-4C20-ADD6-8AFA12617BFA,1.00
64410446-F6E5-413A-8D59-008A17B27673,1.00,DA706F66-59A4-4728-B937-C5E7A1ACDA69,1.00
3C061019-3960-446F-8AC1-1BC2EBF5F711,1.00,5C451A50-399C-423D-91B5-E0BA0B5A9C51,1.00
3C061019-3960-446F-8AC1-1BC2EBF5F711,1.00,438643F0-0214-475F-BE4A-71918D623C46,1.00
3C061019-3960-446F-8AC1-1BC2EBF5F711,1.00,93AC2861-5964-44E5-8F14-4660E82F7BCA,1.00
3C061019-3960-446F-8AC1-1BC2EBF5F711,1.00,4DF56C84-C0D9-4382-A064-3CA9A13C79CE,1.00
3C061019-3960-446F-8AC1-1BC2EBF5F711,1.00,2CC0352F-B645-4904-9E8E-08AD403AC494,1.00
F1A00BA2-A7C0-4788-93B3-0D3605A0F9DB,1.00,21B0F1C4-EF08-45A3-89C6-23C666F22867,1.00
F1A00BA2-A7C0-4788-93B3-0D3605A0F9DB,1.00,8D944D14-3BD6-4343-95C7-D5AAE447C004,1.00
F1A00BA2-A7C0-4788-93B3-0D3605A0F9DB,1.00,71016332-23CA-43DB-89A5-2CF84C7CE4B6,1.00
F1A00BA2-A7C0-4788-93B3-0D3605A0F9DB,1.00,5129E8D8-2D23-400C-BE7E-63E0F0E61509,1.00
F1A00BA2-A7C0-4788-93B3-0D3605A0F9DB,1.00,5A834FAE-AE4D-4DD4-A9AD-A4C17FFF5A67,1.00
F142B366-19F9-4833-95C4-B2AF015F191E,1.00,ABBAEE7E-C80B-4F4B-B522-DB0F5C2A69D3,1.00
F142B366-19F9-4833-95C4-B2AF015F191E,1.00,D0350BAC-812D-495F-AEF4-B83A63D15664,1.00
F142B366-19F9-4833-95C4-B2AF015F191E,1.00,F2F2E7DF-A40F-4F61-A98B-D902E358AF8E,1.00
F2F2E7DF-A40F-4F61-A98B-D902E358AF8E,1.00,9B3894E9-BFD2-468E-8B3F-533F2AF2FFCC,1.00
9B3894E9-BFD2-468E-8B3F-533F2AF2FFCC,1.00,D6EEECE0-5447-49B8-9491-E4798AE4EE6C,1.00
2F9CEE44-093F-4FBD-ABB0-2F4B89004CBE,1.00,7220AF0D-9F63-45F6-97F4-D1123E731EB4,1.00
7220AF0D-9F63-45F6-97F4-D1123E731EB4,1.00,42C4D99F-CBF1-4BEC-A20B-EEB73781C5FC,1.00
7220AF0D-9F63-45F6-97F4-D1123E731EB4,1.00,16F67942-59C6-4967-AD60-32353E369F25,1.00
7220AF0D-9F63-45F6-97F4-D1123E731EB4,1.00,A2C7543D-90F8-484C-BE9D-AA8FE6359873,1.00
7220AF0D-9F63-45F6-97F4-D1123E731EB4,1.00,213DC6AB-30FA-45FB-8F58-E738320516FC,1.00
A03E1B04-BCDC-4863-A119-3895877DB2D0,1.00,CBE09D89-4B56-4806-88D6-7A5800EDF8C2,1.00
CBE09D89-4B56-4806-88D6-7A5800EDF8C2,1.00,1BC23299-7878-49E4-9A9E-7BB0B5A2D45F,1.00
1BC23299-7878-49E4-9A9E-7BB0B5A2D45F,1.00,C09E3DFE-120D-43EB-A9A9-2C8AF1E502FD,1.00
C09E3DFE-120D-43EB-A9A9-2C8AF1E502FD,1.00,95E4452C-81F7-4D04-983C-F21561BA8F3F,1.00
95E4452C-81F7-4D04-983C-F21561BA8F3F,1.00,BEC7D537-0E0E-482F-ACF4-8EBCAEA8036F,1.00
38511BC5-4DCF-4082-B917-23773E98E2F6,1.00,6B458689-08F2-4FD0-87A5-0B303D122D71,1.00
38511BC5-4DCF-4082-B917-23773E98E2F6,1.00,FE401F1B-66CC-4BF9-A099-787F5FF84E0A,1.00
38511BC5-4DCF-4082-B917-23773E98E2F6,1.00,E2AD19C2-C087-40A1-87E1-10B0E9835218,1.00
38511BC5-4DCF-4082-B917-23773E98E2F6,1.00,F84AC0B2-8566-41A4-A89C-E7EF389C80D1,1.00
38511BC5-4DCF-4082-B917-23773E98E2F6,1.00,AE0764B3-49A7-44C0-9E16-DDEF76F6CEA3,1.00
8001B85F-9683-493A-A1A7-45D2662A4211,1.00,1B81CF47-5C37-4809-91A7-57AD0EE9FDC8,1.00
8001B85F-9683-493A-A1A7-45D2662A4211,1.00,0D0D760C-C213-47D9-8E45-D7EA610B9AAC,1.00
8001B85F-9683-493A-A1A7-45D2662A4211,1.00,FB524433-0BD1-4BA0-A5B9-494FA3CCF2D3,1.00
FB524433-0BD1-4BA0-A5B9-494FA3CCF2D3,1.00,2BB8BE17-51E2-438D-888F-7D973481971F,1.00
2BB8BE17-51E2-438D-888F-7D973481971F,1.00,8DDBB7A2-7C1D-4187-B13E-64E4185E06F7,1.00
9800D651-5A88-4A24-A5C8-B3CD63D2505C,1.00,52E96C0B-B245-48C6-92C5-915D2D93465C,1.00
9800D651-5A88-4A24-A5C8-B3CD63D2505C,1.00,BB4AF726-AA78-4F00-A670-5631D95B10DF,1.00
9800D651-5A88-4A24-A5C8-B3CD63D2505C,1.00,AA63C061-F1FE-4082-9869-E7560AC53282,1.00
9800D651-5A88-4A24-A5C8-B3CD63D2505C,1.00,1C3A76C9-93BE-4370-A527-A7DE05D15EB3,1.00
9800D651-5A88-4A24-A5C8-B3CD63D2505C,1.00,693CB43A-C1FF-458A-943A-61F27429FBD6,1.00
9229DA73-07EE-4899-AFAD-7C6C976A36F1,1.00,78AFE3FE-E72F-41AE-952C-1C1DA3385DDA,1.00
78AFE3FE-E72F-41AE-952C-1C1DA3385DDA,1.00,8A4215A5-C80A-4D1D-9D3D-E0359141FD71,1.00
8A4215A5-C80A-4D1D-9D3D-E0359141FD71,1.00,19D79025-BE1C-484F-AE13-1BD7D6FF614D,1.00
19D79025-BE1C-484F-AE13-1BD7D6FF614D,1.00,B8987B4A-C11E-417F-9BF5-10EC07016B48,1.00
B8987B4A-C11E-417F-9BF5-10EC07016B48,1.00,D425CCD1-78C7-4100-8E33-B47BF9CCD803,1.00
7108BC25-8785-4BC1-A9B7-C2D7A2D2B3CF,1.00,B5D4C3A1-D03F-4FAA-9D50-27B6EE3305B0,1.00
7108BC25-8785-4BC1-A9B7-C2D7A2D2B3CF,1.00,6E6BA923-4520-4F9A-B853-65DD31D33AA1,1.00
